date,region,movdev,staticusers,attacks,attacktype
"November 6, 2020",Karbala,0.15486,0.19983,,
"November 7, 2020",Karbala,0.13247,0.20689,,
"November 8, 2020",Karbala,0.11601,0.20253,0.2,Peaceful protest
"November 9, 2020",Karbala,0.12118,0.2067,,
"November 10, 2020",Karbala,0.17144,0.20356,,
"November 11, 2020",Karbala,0.16617,0.19842,0.2,Peaceful protest
"November 12, 2020",Karbala,0.1545,0.19991,,
"November 13, 2020",Karbala,0.16419,0.20661,,
"November 14, 2020",Karbala,0.13404,0.2055,,
"November 15, 2020",Karbala,0.14406,0.19257,0.2,Peaceful protest
"November 16, 2020",Karbala,0.14733,0.19909,,
"November 17, 2020",Karbala,0.19378,0.20284,,
"November 18, 2020",Karbala,0.19917,0.1999,,
"November 19, 2020",Karbala,0.20272,0.1969,,
"November 20, 2020",Karbala,0.20235,0.19575,,
"November 21, 2020",Karbala,0.10514,0.21131,,
"November 22, 2020",Karbala,0.12736,0.196,,
"November 23, 2020",Karbala,0.16037,0.19545,,
"November 24, 2020",Karbala,0.19261,0.19099,,
"November 25, 2020",Karbala,0.21561,0.18709,,
"November 26, 2020",Karbala,0.1966,0.19004,,
"November 27, 2020",Karbala,0.19264,0.19313,,
"November 28, 2020",Karbala,0.07333,0.2132,,
"November 29, 2020",Karbala,0.09476,0.20027,0.2,Violent demonstration
"November 30, 2020",Karbala,0.15866,0.19026,,
"December 1, 2020",Karbala,0.19363,0.19039,,
"December 2, 2020",Karbala,0.18499,0.19199,,
"December 3, 2020",Karbala,0.16828,0.18668,,
"December 4, 2020",Karbala,0.21235,0.1889,,
"December 5, 2020",Karbala,0.17071,0.18967,,
"December 6, 2020",Karbala,0.13304,0.19515,,
"December 7, 2020",Karbala,0.15293,0.19017,,
"December 8, 2020",Karbala,0.18301,0.19179,,
"December 9, 2020",Karbala,0.15746,0.1913,,
"December 10, 2020",Karbala,0.09967,0.2004,,
"December 11, 2020",Karbala,0.20839,0.18757,,
"December 12, 2020",Karbala,0.16169,0.1916,,
"December 13, 2020",Karbala,0.14545,0.19071,,
"March 1, 2020",Al Amarah,-0.20822,0.24464,,
"March 2, 2020",Al Amarah,-0.02045,0.21978,,
"March 3, 2020",Al Amarah,-0.0225,0.22933,,
"March 4, 2020",Al Amarah,-0.01171,0.23264,,
"March 5, 2020",Al Amarah,-0.00391,0.23354,,
"March 6, 2020",Al Amarah,0.02918,0.2376,,
"March 7, 2020",Al Amarah,-0.01026,0.24329,,
"March 8, 2020",Al Amarah,-0.05277,0.23485,,
"March 9, 2020",Al Amarah,-0.04421,0.23691,,
"March 10, 2020",Al Amarah,-0.03754,0.23754,0.2,Attack
"March 11, 2020",Al Amarah,-0.01547,0.23454,0.2,Violent demonstration
"March 12, 2020",Al Amarah,-0.03502,0.24023,0.2,Attack
"March 13, 2020",Al Amarah,-0.01041,0.24678,,
"March 14, 2020",Al Amarah,-0.13424,0.27629,,
"March 15, 2020",Al Amarah,-0.15831,0.25283,,
"March 16, 2020",Al Amarah,-0.12006,0.24249,,
"March 17, 2020",Al Amarah,-0.09408,0.24962,,
"March 18, 2020",Al Amarah,-0.31212,0.31916,,
"March 19, 2020",Al Amarah,-0.33756,0.33262,,
"March 20, 2020",Al Amarah,-0.31725,0.33363,,
"March 21, 2020",Al Amarah,-0.25707,0.32374,,
"March 22, 2020",Al Amarah,-0.44396,0.36676,,
"March 23, 2020",Al Amarah,-0.40843,0.36072,,
"March 24, 2020",Al Amarah,-0.35614,0.34305,,
"March 25, 2020",Al Amarah,-0.33827,0.34476,,
"March 26, 2020",Al Amarah,-0.34362,0.33857,,
"March 27, 2020",Al Amarah,-0.30062,0.33169,,
"March 28, 2020",Al Amarah,-0.41927,0.38918,,
"March 29, 2020",Al Amarah,-0.40527,0.36289,0.2,Remote explosive/landmine/IED
"March 30, 2020",Al Amarah,-0.3503,0.33312,,
"March 31, 2020",Al Amarah,-0.30998,0.32731,,
"April 1, 2020",Al Amarah,-0.30385,0.32569,,
"April 2, 2020",Al Amarah,-0.31377,0.3284,,
"April 3, 2020",Al Amarah,-0.28909,0.32924,,
"April 4, 2020",Al Amarah,-0.25201,0.32301,,
"April 5, 2020",Al Amarah,-0.30914,0.31024,,
"April 6, 2020",Al Amarah,-0.31072,0.31803,,
"April 7, 2020",Al Amarah,-0.28879,0.31207,,
"April 8, 2020",Al Amarah,-0.28792,0.31895,0.2,Attack
"April 9, 2020",Al Amarah,-0.30668,0.31995,,
"April 10, 2020",Al Amarah,-0.28721,0.32279,,
"April 11, 2020",Al Amarah,-0.23952,0.32118,0.2,Attack
"April 12, 2020",Al Amarah,-0.27324,0.30293,,
"April 13, 2020",Al Amarah,-0.27828,0.30072,,
"April 14, 2020",Al Amarah,-0.23691,0.31286,,
"April 15, 2020",Al Amarah,-0.23149,0.31315,,
"April 16, 2020",Al Amarah,-0.23123,0.3074,,
"April 17, 2020",Al Amarah,-0.23884,0.30457,,
"April 18, 2020",Al Amarah,-0.24659,0.32351,,
"April 19, 2020",Al Amarah,-0.21637,0.28655,,
"April 20, 2020",Al Amarah,-0.19326,0.28191,,
"April 21, 2020",Al Amarah,-0.12297,0.26925,,
"April 22, 2020",Al Amarah,-0.12318,0.27651,,
"April 23, 2020",Al Amarah,-0.13035,0.27018,,
"April 24, 2020",Al Amarah,-0.22137,0.30034,,
"April 25, 2020",Al Amarah,-0.26041,0.31738,,
"April 26, 2020",Al Amarah,-0.20426,0.28732,0.2,Peaceful protest
"April 27, 2020",Al Amarah,-0.18481,0.27851,0.2,Peaceful protest
"April 28, 2020",Al Amarah,-0.13991,0.28119,,
"April 29, 2020",Al Amarah,-0.16242,0.28142,,
"April 30, 2020",Al Amarah,-0.14363,0.27976,0.2,Peaceful protest
"May 1, 2020",Al Amarah,-0.27141,0.3194,,
"May 2, 2020",Al Amarah,-0.24064,0.32085,,
"May 3, 2020",Al Amarah,-0.13589,0.26474,,
"May 4, 2020",Al Amarah,-0.16861,0.2784,,
"May 5, 2020",Al Amarah,-0.13353,0.26731,,
"May 6, 2020",Al Amarah,-0.07517,0.27894,,
"May 7, 2020",Al Amarah,-0.01677,0.2654,,
"May 8, 2020",Al Amarah,-0.16877,0.30478,,
"May 9, 2020",Al Amarah,-0.11385,0.2933,,
"May 10, 2020",Al Amarah,-0.01838,0.26567,,
"May 11, 2020",Al Amarah,-0.00511,0.24671,,
"May 12, 2020",Al Amarah,0.037,0.25766,,
"May 13, 2020",Al Amarah,0.0247,0.25337,0.2,Peaceful protest
"May 14, 2020",Al Amarah,0.02614,0.25473,,
"May 15, 2020",Al Amarah,-0.1211,0.28851,,
"May 16, 2020",Al Amarah,-0.05176,0.28016,,
"May 17, 2020",Al Amarah,-0.00409,0.26007,,
"May 18, 2020",Al Amarah,0.03914,0.24599,,
"May 19, 2020",Al Amarah,0.0611,0.23346,,
"May 20, 2020",Al Amarah,0.04695,0.2461,,
"May 21, 2020",Al Amarah,0.08496,0.23273,,
"May 22, 2020",Al Amarah,-0.05967,0.26125,,
"May 23, 2020",Al Amarah,-0.00281,0.25791,0.2,Attack
"May 24, 2020",Al Amarah,-0.11684,0.27089,,
"May 25, 2020",Al Amarah,-0.04211,0.2409,,
"May 26, 2020",Al Amarah,0.03368,0.23274,,
"May 27, 2020",Al Amarah,0.06265,0.24179,,
"May 28, 2020",Al Amarah,0.02391,0.25482,,
"May 29, 2020",Al Amarah,-0.00484,0.26472,,
"May 30, 2020",Al Amarah,0.03841,0.25801,,
"May 31, 2020",Al Amarah,-0.06267,0.26862,0.2,Peaceful protest
"June 1, 2020",Al Amarah,-0.05271,0.2717,,
"June 2, 2020",Al Amarah,-0.05584,0.27734,,
"June 3, 2020",Al Amarah,-0.06067,0.27938,,
"June 4, 2020",Al Amarah,-0.02952,0.27003,0.2,Violent demonstration
"June 5, 2020",Al Amarah,-0.07528,0.2797,,
"June 6, 2020",Al Amarah,-0.05012,0.28367,,
"June 7, 2020",Al Amarah,-0.05546,0.2565,,
"June 8, 2020",Al Amarah,-0.07261,0.27055,,
"June 9, 2020",Al Amarah,-0.08548,0.27281,,
"June 10, 2020",Al Amarah,-0.06703,0.27009,,
"June 11, 2020",Al Amarah,-0.0646,0.27478,,
"June 12, 2020",Al Amarah,-0.09025,0.27998,,
"June 13, 2020",Al Amarah,-0.04133,0.27358,,
"June 14, 2020",Al Amarah,-0.01538,0.25978,,
"June 15, 2020",Al Amarah,-0.02915,0.26607,,
"June 16, 2020",Al Amarah,-0.00597,0.25542,,
"June 17, 2020",Al Amarah,-0.01296,0.2643,,
"June 18, 2020",Al Amarah,-0.10825,0.28134,,
"June 19, 2020",Al Amarah,-0.18185,0.29784,0.2,Attack
"June 20, 2020",Al Amarah,-0.11875,0.28872,0.2,Armed clash
"June 21, 2020",Al Amarah,-0.03972,0.27247,,
"June 22, 2020",Al Amarah,-0.14662,0.29607,0.2,Change to group/activity
"June 23, 2020",Al Amarah,-0.138,0.2982,,
"June 24, 2020",Al Amarah,-0.14192,0.30552,,
"June 25, 2020",Al Amarah,-0.15476,0.30999,,
"June 26, 2020",Al Amarah,-0.19943,0.31578,,
"June 27, 2020",Al Amarah,-0.1316,0.30722,,
"June 28, 2020",Al Amarah,-0.32525,0.34945,,
"June 29, 2020",Al Amarah,-0.36332,0.3718,,
"June 30, 2020",Al Amarah,-0.29819,0.34932,,
"July 1, 2020",Al Amarah,-0.29267,0.34239,,
"July 2, 2020",Al Amarah,-0.28856,0.34839,,
"July 3, 2020",Al Amarah,-0.20044,0.31961,,
"July 4, 2020",Al Amarah,-0.13598,0.31216,,
"July 5, 2020",Al Amarah,-0.13241,0.2991,,
"July 6, 2020",Al Amarah,-0.11198,0.28761,,
"July 7, 2020",Al Amarah,-0.07601,0.28053,,
"July 8, 2020",Al Amarah,-0.06012,0.28409,,
"July 9, 2020",Al Amarah,-0.10807,0.28071,,
"July 10, 2020",Al Amarah,-0.13562,0.29357,,
"July 11, 2020",Al Amarah,-0.07159,0.28708,,
"July 12, 2020",Al Amarah,-0.0537,0.27175,,
"July 13, 2020",Al Amarah,-0.03914,0.26525,,
"July 14, 2020",Al Amarah,-0.04145,0.27503,,
"July 15, 2020",Al Amarah,0.02052,0.25347,,
"July 16, 2020",Al Amarah,0.0089,0.26211,,
"July 17, 2020",Al Amarah,-0.0676,0.27282,,
"July 18, 2020",Al Amarah,-0.01876,0.26752,0.2,Remote explosive/landmine/IED
"July 19, 2020",Al Amarah,0.04458,0.25265,0.2,Peaceful protest
"July 20, 2020",Al Amarah,0.00174,0.2543,0.2,Peaceful protest
"July 21, 2020",Al Amarah,0.05315,0.24631,,
"July 22, 2020",Al Amarah,0.00704,0.26602,,
"July 23, 2020",Al Amarah,-0.02241,0.27853,,
"July 24, 2020",Al Amarah,-0.06409,0.28799,,
"July 25, 2020",Al Amarah,-0.01155,0.28044,,
"July 26, 2020",Al Amarah,0.00924,0.25944,,
"July 27, 2020",Al Amarah,0.01668,0.25167,,
"July 28, 2020",Al Amarah,0.06816,0.25409,,
"July 29, 2020",Al Amarah,0.12483,0.25223,0.2,Attack
"July 30, 2020",Al Amarah,0.08008,0.24716,,
"July 31, 2020",Al Amarah,-0.0352,0.24886,0.2,Violent demonstration
"August 1, 2020",Al Amarah,0.00531,0.26031,,
"August 2, 2020",Al Amarah,-0.02572,0.24513,0.2,Looting/property destruction
"August 3, 2020",Al Amarah,0.01098,0.24906,,
"August 4, 2020",Al Amarah,0.07832,0.24012,0.2,Attack
"August 5, 2020",Al Amarah,0.07043,0.24119,,
"August 6, 2020",Al Amarah,0.06743,0.24529,,
"August 7, 2020",Al Amarah,0.03463,0.25323,,
"August 8, 2020",Al Amarah,0.06402,0.2545,,
"August 9, 2020",Al Amarah,0.11974,0.23519,,
"August 10, 2020",Al Amarah,0.12565,0.23203,,
"August 11, 2020",Al Amarah,0.14279,0.23774,,
"August 12, 2020",Al Amarah,0.1647,0.23687,,
"August 13, 2020",Al Amarah,0.10144,0.24346,,
"August 14, 2020",Al Amarah,0.06553,0.25168,,
"August 15, 2020",Al Amarah,0.11192,0.25306,,
"August 16, 2020",Al Amarah,0.14888,0.23084,0.2,Peaceful protest
"August 17, 2020",Al Amarah,0.14694,0.22948,0.2,Peaceful protest
"August 18, 2020",Al Amarah,0.22266,0.23307,,
"August 19, 2020",Al Amarah,0.18667,0.23007,,
"August 20, 2020",Al Amarah,0.07187,0.24036,,
"August 21, 2020",Al Amarah,0.07097,0.25148,,
"August 22, 2020",Al Amarah,0.1338,0.24304,,
"August 23, 2020",Al Amarah,0.13136,0.22122,0.2,Peaceful protest
"August 24, 2020",Al Amarah,0.12779,0.22937,0.2,Armed clash
"August 25, 2020",Al Amarah,0.17912,0.22654,0.2,Attack
"August 26, 2020",Al Amarah,0.23911,0.22097,,
"August 27, 2020",Al Amarah,0.17823,0.22779,,
"August 28, 2020",Al Amarah,0.18925,0.22987,,
"August 29, 2020",Al Amarah,0.22031,0.2239,,
"August 30, 2020",Al Amarah,0.08525,0.24482,,
"August 31, 2020",Al Amarah,0.09571,0.23493,,
"September 1, 2020",Al Amarah,0.15075,0.22602,,
"September 2, 2020",Al Amarah,0.17023,0.22864,,
"September 3, 2020",Al Amarah,0.1256,0.22706,,
"September 4, 2020",Al Amarah,0.09267,0.2512,0.2,Armed clash
"September 5, 2020",Al Amarah,0.13566,0.24587,,
"September 6, 2020",Al Amarah,0.10885,0.2338,,
"September 7, 2020",Al Amarah,0.16816,0.22919,,
"September 8, 2020",Al Amarah,0.18966,0.23439,0.2,Peaceful protest
"September 9, 2020",Al Amarah,0.14291,0.23652,,
"September 10, 2020",Al Amarah,0.08409,0.23182,,
"September 11, 2020",Al Amarah,0.07625,0.24613,,
"September 12, 2020",Al Amarah,0.09261,0.24202,,
"September 13, 2020",Al Amarah,0.10203,0.23138,0.2,Peaceful protest
"September 14, 2020",Al Amarah,0.10875,0.2283,0.2,Peaceful protest
"September 15, 2020",Al Amarah,0.16129,0.2237,0.2,Peaceful protest
"September 16, 2020",Al Amarah,0.1847,0.22367,0.2,Peaceful protest
"September 17, 2020",Al Amarah,0.10277,0.23068,,
"September 18, 2020",Al Amarah,0.05782,0.25425,,
"September 19, 2020",Al Amarah,0.10197,0.24529,,
"September 20, 2020",Al Amarah,0.13425,0.22557,0.2,Peaceful protest
"September 21, 2020",Al Amarah,0.12608,0.22766,,
"September 22, 2020",Al Amarah,0.197,0.22464,,
"September 23, 2020",Al Amarah,0.26702,0.21607,,
"September 24, 2020",Al Amarah,0.16345,0.22539,,
"September 25, 2020",Al Amarah,0.16773,0.24658,,
"September 26, 2020",Al Amarah,0.24338,0.23376,,
"September 27, 2020",Al Amarah,0.17121,0.22891,,
"September 28, 2020",Al Amarah,0.15511,0.24058,,
"September 29, 2020",Al Amarah,0.19834,0.2406,0.2,Peaceful protest
"September 30, 2020",Al Amarah,0.19325,0.25057,0.2,Peaceful protest
"October 1, 2020",Al Amarah,0.16151,0.24838,0.2,Peaceful protest
"October 2, 2020",Al Amarah,0.13133,0.26253,,
"October 3, 2020",Al Amarah,0.13037,0.27137,,
"October 4, 2020",Al Amarah,0.09711,0.26066,,
"October 5, 2020",Al Amarah,0.08177,0.27159,,
"October 6, 2020",Al Amarah,0.13357,0.26931,,
"October 7, 2020",Al Amarah,0.08816,0.27338,,
"October 8, 2020",Al Amarah,-0.01717,0.28178,,
"October 9, 2020",Al Amarah,0.02174,0.26555,,
"October 10, 2020",Al Amarah,0.10681,0.25824,,
"October 11, 2020",Al Amarah,0.15297,0.23142,0.2,Attack
"October 12, 2020",Al Amarah,0.14333,0.22963,,
"October 13, 2020",Al Amarah,0.22805,0.2187,0.2,Armed clash
"October 14, 2020",Al Amarah,0.2204,0.21988,,
"October 15, 2020",Al Amarah,0.21382,0.22115,,
"October 16, 2020",Al Amarah,0.15783,0.23194,,
"October 17, 2020",Al Amarah,0.19124,0.23655,0.2,Armed clash
"October 18, 2020",Al Amarah,0.20488,0.21652,0.2,Protest with intervention
"October 19, 2020",Al Amarah,0.22026,0.21745,,
"October 20, 2020",Al Amarah,0.20215,0.22065,0.2,Peaceful protest
"October 21, 2020",Al Amarah,0.21501,0.22833,,
"October 22, 2020",Al Amarah,0.24361,0.21572,,
"October 23, 2020",Al Amarah,0.19863,0.23395,,
"October 24, 2020",Al Amarah,0.19351,0.22877,0.2,Remote explosive/landmine/IED
"October 25, 2020",Al Amarah,0.15322,0.21262,0.2,Peaceful protest
"October 26, 2020",Al Amarah,0.18248,0.21537,,
"October 27, 2020",Al Amarah,0.25622,0.22043,,
"October 28, 2020",Al Amarah,0.24469,0.21928,0.2,Grenade
"October 29, 2020",Al Amarah,0.17062,0.2314,0.2,Attack
"October 30, 2020",Al Amarah,0.20013,0.23078,,
"October 31, 2020",Al Amarah,0.14881,0.23772,,
"November 1, 2020",Al Amarah,0.1518,0.21812,0.2,Attack
"November 2, 2020",Al Amarah,0.19617,0.229,,
"November 3, 2020",Al Amarah,0.22954,0.21711,,
"November 4, 2020",Al Amarah,0.25176,0.21969,0.2,Peaceful protest
"November 5, 2020",Al Amarah,0.22273,0.21617,,
"November 6, 2020",Al Amarah,0.18944,0.21855,0.2,Peaceful protest
"November 7, 2020",Al Amarah,0.15688,0.22828,,
"November 8, 2020",Al Amarah,0.15971,0.20928,0.2,Peaceful protest
"November 9, 2020",Al Amarah,0.12818,0.22983,0.2,Attack
"November 10, 2020",Al Amarah,0.14301,0.22058,0.2,Peaceful protest
"November 11, 2020",Al Amarah,0.21543,0.22284,,
"November 12, 2020",Al Amarah,0.11771,0.23178,,
"November 13, 2020",Al Amarah,0.10964,0.23271,0.2,Armed clash
"November 14, 2020",Al Amarah,0.18228,0.22103,0.2,Peaceful protest
"November 15, 2020",Al Amarah,0.18463,0.20596,,
"November 16, 2020",Al Amarah,0.15439,0.21627,,
"November 17, 2020",Al Amarah,0.21266,0.2188,0.2,Peaceful protest
"November 18, 2020",Al Amarah,0.27262,0.21421,,
"November 19, 2020",Al Amarah,0.27004,0.20729,,
"November 20, 2020",Al Amarah,0.21799,0.22795,,
"November 21, 2020",Al Amarah,0.08549,0.25345,,
"November 22, 2020",Al Amarah,0.15085,0.20927,,
"November 23, 2020",Al Amarah,0.22033,0.20351,,
"November 24, 2020",Al Amarah,0.27194,0.20525,,
"November 25, 2020",Al Amarah,0.28553,0.20968,,
"November 26, 2020",Al Amarah,0.27247,0.20542,,
"November 27, 2020",Al Amarah,0.21561,0.22011,0.2,Peaceful protest
"November 28, 2020",Al Amarah,-0.07166,0.2848,,
"November 29, 2020",Al Amarah,0.07486,0.22127,,
"November 30, 2020",Al Amarah,0.20795,0.21053,,
"December 1, 2020",Al Amarah,0.26019,0.20632,,
"December 2, 2020",Al Amarah,0.21061,0.22136,0.2,Attack
"December 3, 2020",Al Amarah,0.22489,0.2073,,
"December 4, 2020",Al Amarah,0.24766,0.20924,,
"December 5, 2020",Al Amarah,0.25704,0.20902,,
"December 6, 2020",Al Amarah,0.15965,0.20936,,
"December 7, 2020",Al Amarah,0.22863,0.20423,,
"December 8, 2020",Al Amarah,0.24795,0.209,0.2,Peaceful protest
"December 9, 2020",Al Amarah,0.24716,0.19593,,
"December 10, 2020",Al Amarah,0.14035,0.22314,,
"December 11, 2020",Al Amarah,0.19163,0.21558,0.2,Peaceful protest
"December 12, 2020",Al Amarah,0.21006,0.21536,,
"December 13, 2020",Al Amarah,0.21092,0.19947,,
"March 1, 2020",Al Kahla,-0.17465,0.25768,,
"March 2, 2020",Al Kahla,-0.02058,0.23242,,
"March 3, 2020",Al Kahla,0.07613,0.22584,,
"March 4, 2020",Al Kahla,0.03974,0.22432,,
"March 5, 2020",Al Kahla,-0.00648,0.22652,,
"March 6, 2020",Al Kahla,-0.08556,0.24935,,
"March 7, 2020",Al Kahla,0.01829,0.22485,,
"March 8, 2020",Al Kahla,-0.03802,0.23355,,
"March 9, 2020",Al Kahla,-0.08969,0.21407,,
"March 10, 2020",Al Kahla,-0.05192,0.22548,,
"March 11, 2020",Al Kahla,-0.08702,0.24622,,
"March 12, 2020",Al Kahla,-0.08534,0.24547,,
"March 13, 2020",Al Kahla,-0.09272,0.22116,,
"March 14, 2020",Al Kahla,-0.1155,0.2719,,
"March 15, 2020",Al Kahla,-0.10487,0.23829,,
"March 16, 2020",Al Kahla,0.03157,0.22192,,
"March 17, 2020",Al Kahla,0.00663,0.25128,,
"March 18, 2020",Al Kahla,-0.17338,0.24131,,
"March 19, 2020",Al Kahla,-0.10863,0.23951,,
"March 20, 2020",Al Kahla,-0.18701,0.26423,,
"March 21, 2020",Al Kahla,-0.09755,0.22664,,
"March 22, 2020",Al Kahla,-0.28553,0.27363,,
"March 23, 2020",Al Kahla,-0.14663,0.28122,,
"March 24, 2020",Al Kahla,-0.13617,0.2449,,
"March 25, 2020",Al Kahla,-0.20237,0.26472,,
"March 26, 2020",Al Kahla,-0.20655,0.25258,,
"March 27, 2020",Al Kahla,-0.20916,0.27429,,
"March 28, 2020",Al Kahla,-0.27985,0.31548,,
"March 29, 2020",Al Kahla,-0.28004,0.27019,,
"March 30, 2020",Al Kahla,-0.19274,0.28124,,
"March 31, 2020",Al Kahla,-0.06166,0.24817,,
"April 1, 2020",Al Kahla,-0.07793,0.25397,,
"April 2, 2020",Al Kahla,-0.17528,0.28,,
"April 3, 2020",Al Kahla,-0.17785,0.2432,,
"April 4, 2020",Al Kahla,-0.11784,0.26089,,
"April 5, 2020",Al Kahla,-0.22401,0.28441,,
"April 6, 2020",Al Kahla,-0.14045,0.24801,,
"April 7, 2020",Al Kahla,-0.09838,0.26955,,
"April 8, 2020",Al Kahla,-0.1669,0.25382,,
"April 9, 2020",Al Kahla,-0.19657,0.2861,,
"April 10, 2020",Al Kahla,-0.22784,0.29645,,
"April 11, 2020",Al Kahla,-0.12707,0.27182,,
"April 12, 2020",Al Kahla,-0.19287,0.25689,,
"April 13, 2020",Al Kahla,-0.21408,0.2656,,
"April 14, 2020",Al Kahla,-0.11198,0.28444,,
"April 15, 2020",Al Kahla,-0.02132,0.24562,,
"April 16, 2020",Al Kahla,-0.03944,0.23995,,
"April 17, 2020",Al Kahla,-0.1385,0.24844,,
"April 18, 2020",Al Kahla,-0.07604,0.28158,,
"April 19, 2020",Al Kahla,-0.13736,0.25065,,
"April 20, 2020",Al Kahla,-0.02811,0.23818,,
"April 21, 2020",Al Kahla,0.01635,0.25086,,
"April 22, 2020",Al Kahla,0.05165,0.26287,,
"April 23, 2020",Al Kahla,0.16678,0.23042,,
"April 24, 2020",Al Kahla,-0.08012,0.24544,,
"April 25, 2020",Al Kahla,-0.11142,0.27229,,
"April 26, 2020",Al Kahla,-0.11384,0.25235,,
"April 27, 2020",Al Kahla,-0.1206,0.26392,,
"April 28, 2020",Al Kahla,0.00967,0.27198,,
"April 29, 2020",Al Kahla,-0.03625,0.24049,,
"April 30, 2020",Al Kahla,-0.02259,0.232,,
"May 1, 2020",Al Kahla,-0.03505,0.23016,,
"May 2, 2020",Al Kahla,-0.00549,0.23931,,
"May 3, 2020",Al Kahla,-0.05571,0.25591,,
"May 4, 2020",Al Kahla,-0.04707,0.21534,,
"May 5, 2020",Al Kahla,0.07155,0.21726,,
"May 6, 2020",Al Kahla,0.06381,0.23436,,
"May 7, 2020",Al Kahla,0.12298,0.20468,,
"May 8, 2020",Al Kahla,0.00162,0.22761,,
"May 9, 2020",Al Kahla,0.11375,0.21391,,
"May 10, 2020",Al Kahla,0.07481,0.20801,,
"May 11, 2020",Al Kahla,0.09556,0.23116,,
"May 12, 2020",Al Kahla,0.18933,0.22277,,
"May 13, 2020",Al Kahla,0.12576,0.2154,,
"May 14, 2020",Al Kahla,0.12125,0.22123,,
"May 15, 2020",Al Kahla,-0.0678,0.22583,,
"May 16, 2020",Al Kahla,0.16886,0.2405,,
"May 17, 2020",Al Kahla,0.08813,0.19322,,
"May 18, 2020",Al Kahla,0.18159,0.20967,,
"May 19, 2020",Al Kahla,0.25697,0.2035,,
"May 20, 2020",Al Kahla,0.16273,0.20879,,
"May 21, 2020",Al Kahla,0.24206,0.20415,,
"May 22, 2020",Al Kahla,0.02087,0.22916,,
"May 23, 2020",Al Kahla,0.16694,0.219,,
"May 24, 2020",Al Kahla,0.00902,0.2006,,
"May 25, 2020",Al Kahla,0.10601,0.16855,,
"May 26, 2020",Al Kahla,0.20536,0.17822,,
"May 27, 2020",Al Kahla,0.2342,0.18053,,
"May 28, 2020",Al Kahla,0.28968,0.20518,,
"May 29, 2020",Al Kahla,0.11844,0.17618,,
"May 30, 2020",Al Kahla,0.36015,0.21979,,
"May 31, 2020",Al Kahla,0.07019,0.19665,,
"June 1, 2020",Al Kahla,0.09164,0.17889,,
"June 2, 2020",Al Kahla,0.07764,0.20692,,
"June 3, 2020",Al Kahla,0.1765,0.22839,,
"June 4, 2020",Al Kahla,0.21464,0.1884,,
"June 5, 2020",Al Kahla,0.08537,0.19468,,
"June 6, 2020",Al Kahla,0.34358,0.23009,,
"June 7, 2020",Al Kahla,0.14673,0.23061,,
"June 8, 2020",Al Kahla,0.16418,0.1983,,
"June 9, 2020",Al Kahla,0.15332,0.21006,,
"June 10, 2020",Al Kahla,0.11715,0.21786,,
"June 11, 2020",Al Kahla,-0.00667,0.20865,,
"June 12, 2020",Al Kahla,0.03127,0.22065,,
"June 13, 2020",Al Kahla,0.05175,0.24237,,
"June 14, 2020",Al Kahla,0.03121,0.25619,,
"June 15, 2020",Al Kahla,-0.00049,0.2367,0.2,Remote explosive/landmine/IED
"June 16, 2020",Al Kahla,0.20367,0.19907,,
"June 17, 2020",Al Kahla,0.11172,0.2092,,
"June 18, 2020",Al Kahla,0.08401,0.23421,,
"June 19, 2020",Al Kahla,-0.02171,0.2388,,
"June 20, 2020",Al Kahla,0.13671,0.22948,,
"June 21, 2020",Al Kahla,0.07977,0.2292,,
"June 22, 2020",Al Kahla,-0.10851,0.26302,,
"June 23, 2020",Al Kahla,0.00961,0.26437,,
"June 24, 2020",Al Kahla,0.02123,0.28092,,
"June 25, 2020",Al Kahla,0.0042,0.24084,,
"June 26, 2020",Al Kahla,-0.16467,0.27635,,
"June 27, 2020",Al Kahla,0.05556,0.26188,,
"June 28, 2020",Al Kahla,-0.16718,0.30959,,
"June 29, 2020",Al Kahla,-0.1739,0.26473,,
"June 30, 2020",Al Kahla,-0.09301,0.28065,,
"July 1, 2020",Al Kahla,0.03227,0.29214,,
"July 2, 2020",Al Kahla,-0.20661,0.27204,,
"July 3, 2020",Al Kahla,-0.21107,0.30337,,
"July 4, 2020",Al Kahla,-0.06635,0.23362,,
"July 5, 2020",Al Kahla,-0.06011,0.2285,,
"July 6, 2020",Al Kahla,-0.08292,0.21092,,
"July 7, 2020",Al Kahla,0.13749,0.22232,,
"July 8, 2020",Al Kahla,0.01915,0.21226,,
"July 9, 2020",Al Kahla,0.05362,0.23118,0.2,Violent demonstration
"July 10, 2020",Al Kahla,-0.07982,0.24867,0.2,Violent demonstration
"July 11, 2020",Al Kahla,0.08448,0.2286,0.2,Violent demonstration
"July 12, 2020",Al Kahla,0.07616,0.23805,,
"July 13, 2020",Al Kahla,0.10156,0.19948,,
"July 14, 2020",Al Kahla,0.03476,0.25769,,
"July 15, 2020",Al Kahla,0.19023,0.23806,,
"July 16, 2020",Al Kahla,0.1229,0.27527,,
"July 17, 2020",Al Kahla,-0.0342,0.22205,,
"July 18, 2020",Al Kahla,0.17639,0.22478,,
"July 19, 2020",Al Kahla,-0.05502,0.21454,,
"July 20, 2020",Al Kahla,0.09286,0.23994,,
"July 21, 2020",Al Kahla,0.20352,0.22615,,
"July 22, 2020",Al Kahla,0.13178,0.25875,,
"July 23, 2020",Al Kahla,0.07937,0.23904,,
"July 24, 2020",Al Kahla,-0.01351,0.22355,,
