date,region,movdev,staticusers,attacks,attacktype
"March 1, 2020",Abu Ghraib,-0.13667,0.24649,,
"March 2, 2020",Abu Ghraib,-0.07561,0.22038,,
"March 3, 2020",Abu Ghraib,-0.10471,0.21413,,
"March 4, 2020",Abu Ghraib,-0.01248,0.21114,,
"March 5, 2020",Abu Ghraib,-0.10723,0.22531,,
"March 6, 2020",Abu Ghraib,-0.09936,0.22727,,
"March 7, 2020",Abu Ghraib,0.02445,0.18572,,
"March 8, 2020",Abu Ghraib,-0.0343,0.20382,,
"March 9, 2020",Abu Ghraib,-0.10085,0.22694,,
"March 10, 2020",Abu Ghraib,-0.10225,0.21639,,
"March 11, 2020",Abu Ghraib,0.04615,0.20881,,
"March 12, 2020",Abu Ghraib,-0.06683,0.19305,,
"March 13, 2020",Abu Ghraib,-0.10354,0.2396,,
"March 14, 2020",Abu Ghraib,-0.16285,0.2327,,
"March 15, 2020",Abu Ghraib,-0.15958,0.23211,,
"March 16, 2020",Abu Ghraib,-0.15105,0.21871,,
"March 17, 2020",Abu Ghraib,-0.28636,0.23957,,
"March 18, 2020",Abu Ghraib,-0.4073,0.25955,,
"March 19, 2020",Abu Ghraib,-0.41619,0.27055,,
"March 20, 2020",Abu Ghraib,-0.33019,0.30055,,
"March 21, 2020",Abu Ghraib,-0.41994,0.31182,,
"March 22, 2020",Abu Ghraib,-0.45168,0.30603,,
"March 23, 2020",Abu Ghraib,-0.45632,0.29935,,
"March 24, 2020",Abu Ghraib,-0.50555,0.30222,,
"March 25, 2020",Abu Ghraib,-0.48903,0.31137,,
"March 26, 2020",Abu Ghraib,-0.44078,0.29388,,
"March 27, 2020",Abu Ghraib,-0.38026,0.3225,,
"March 28, 2020",Abu Ghraib,-0.44176,0.30022,,
"March 29, 2020",Abu Ghraib,-0.4414,0.29657,,
"March 30, 2020",Abu Ghraib,-0.44188,0.2802,,
"March 31, 2020",Abu Ghraib,-0.49054,0.27687,,
"April 1, 2020",Abu Ghraib,-0.40386,0.27032,,
"April 2, 2020",Abu Ghraib,-0.39943,0.27232,,
"April 3, 2020",Abu Ghraib,-0.27082,0.27634,,
"April 4, 2020",Abu Ghraib,-0.37966,0.29713,,
"April 5, 2020",Abu Ghraib,-0.31675,0.239,,
"April 6, 2020",Abu Ghraib,-0.40229,0.28513,,
"April 7, 2020",Abu Ghraib,-0.40984,0.27182,,
"April 8, 2020",Abu Ghraib,-0.40525,0.25132,,
"April 9, 2020",Abu Ghraib,-0.41649,0.28488,,
"April 10, 2020",Abu Ghraib,-0.37179,0.29161,,
"April 11, 2020",Abu Ghraib,-0.43995,0.29277,,
"April 12, 2020",Abu Ghraib,-0.41436,0.2744,,
"April 13, 2020",Abu Ghraib,-0.44695,0.27676,,
"April 14, 2020",Abu Ghraib,-0.44868,0.27901,,
"April 15, 2020",Abu Ghraib,-0.36493,0.26875,,
"April 16, 2020",Abu Ghraib,-0.36696,0.25,,
"April 17, 2020",Abu Ghraib,-0.28161,0.2407,,
"April 18, 2020",Abu Ghraib,-0.27589,0.23721,,
"April 19, 2020",Abu Ghraib,-0.26841,0.23719,,
"April 20, 2020",Abu Ghraib,-0.30516,0.24879,,
"April 21, 2020",Abu Ghraib,-0.15858,0.21162,,
"April 22, 2020",Abu Ghraib,-0.1229,0.18212,,
"April 23, 2020",Abu Ghraib,-0.14257,0.20686,,
"April 24, 2020",Abu Ghraib,-0.45013,0.32518,,
"April 25, 2020",Abu Ghraib,-0.44476,0.30244,,
"April 26, 2020",Abu Ghraib,-0.15084,0.23847,,
"April 27, 2020",Abu Ghraib,-0.16166,0.25562,,
"April 28, 2020",Abu Ghraib,-0.24815,0.27403,,
"April 29, 2020",Abu Ghraib,-0.12856,0.25239,,
"April 30, 2020",Abu Ghraib,-0.16277,0.23794,,
"May 1, 2020",Abu Ghraib,-0.40409,0.32384,,
"May 2, 2020",Abu Ghraib,-0.42156,0.31339,,
"May 3, 2020",Abu Ghraib,-0.12826,0.22552,,
"May 4, 2020",Abu Ghraib,-0.22991,0.23316,,
"May 5, 2020",Abu Ghraib,-0.18809,0.22216,,
"May 6, 2020",Abu Ghraib,-0.15162,0.21259,,
"May 7, 2020",Abu Ghraib,-0.11109,0.25655,,
"May 8, 2020",Abu Ghraib,-0.36876,0.31557,,
"May 9, 2020",Abu Ghraib,-0.37773,0.2978,,
"May 10, 2020",Abu Ghraib,-0.04049,0.22778,,
"May 11, 2020",Abu Ghraib,-0.03937,0.24125,,
"May 12, 2020",Abu Ghraib,-0.0862,0.24914,0.2,Attack
"May 13, 2020",Abu Ghraib,0.02856,0.21739,,
"May 14, 2020",Abu Ghraib,0.0279,0.20592,,
"May 15, 2020",Abu Ghraib,-0.23971,0.26843,,
"May 16, 2020",Abu Ghraib,-0.28644,0.26898,,
"May 17, 2020",Abu Ghraib,0.04373,0.19089,,
"May 18, 2020",Abu Ghraib,0.0438,0.2055,,
"May 19, 2020",Abu Ghraib,0.0005,0.20848,,
"May 20, 2020",Abu Ghraib,0.04467,0.23563,,
"May 21, 2020",Abu Ghraib,0.00345,0.2391,,
"May 22, 2020",Abu Ghraib,-0.25321,0.28764,,
"May 23, 2020",Abu Ghraib,-0.38716,0.27857,,
"May 24, 2020",Abu Ghraib,-0.38897,0.26122,,
"May 25, 2020",Abu Ghraib,-0.34099,0.26126,,
"May 26, 2020",Abu Ghraib,-0.32221,0.25143,,
"May 27, 2020",Abu Ghraib,-0.32063,0.26598,0.2,Armed clash
"May 28, 2020",Abu Ghraib,-0.34814,0.27376,,
"May 29, 2020",Abu Ghraib,-0.13549,0.28897,,
"May 30, 2020",Abu Ghraib,-0.25944,0.24684,,
"May 31, 2020",Abu Ghraib,-0.24058,0.24032,,
"June 1, 2020",Abu Ghraib,-0.24454,0.25058,,
"June 2, 2020",Abu Ghraib,-0.30237,0.25071,,
"June 3, 2020",Abu Ghraib,-0.19882,0.24749,,
"June 4, 2020",Abu Ghraib,-0.20719,0.2537,,
"June 5, 2020",Abu Ghraib,-0.19957,0.29171,,
"June 6, 2020",Abu Ghraib,-0.25555,0.26267,,
"June 7, 2020",Abu Ghraib,-0.20668,0.23929,,
"June 8, 2020",Abu Ghraib,-0.25817,0.25029,,
"June 9, 2020",Abu Ghraib,-0.28337,0.2393,,
"June 10, 2020",Abu Ghraib,-0.26287,0.25343,,
"June 11, 2020",Abu Ghraib,-0.30064,0.27564,,
"June 12, 2020",Abu Ghraib,-0.23102,0.27541,,
"June 13, 2020",Abu Ghraib,-0.21619,0.25702,,
"June 14, 2020",Abu Ghraib,0.03355,0.21137,,
"June 15, 2020",Abu Ghraib,0.0273,0.19689,,
"June 16, 2020",Abu Ghraib,-0.02695,0.19791,,
"June 17, 2020",Abu Ghraib,0.10036,0.21044,,
"June 18, 2020",Abu Ghraib,-0.30913,0.28101,,
"June 19, 2020",Abu Ghraib,-0.28689,0.287,,
"June 20, 2020",Abu Ghraib,-0.32522,0.27879,,
"June 21, 2020",Abu Ghraib,0.04426,0.20288,,
"June 22, 2020",Abu Ghraib,-0.05872,0.21851,,
"June 23, 2020",Abu Ghraib,-0.14662,0.25338,,
"June 24, 2020",Abu Ghraib,-0.02074,0.22899,,
"June 25, 2020",Abu Ghraib,-0.35187,0.26153,,
"June 26, 2020",Abu Ghraib,-0.27383,0.295,,
"June 27, 2020",Abu Ghraib,-0.27791,0.28815,,
"June 28, 2020",Abu Ghraib,-0.00754,0.20055,,
"June 29, 2020",Abu Ghraib,-0.15998,0.22924,,
"June 30, 2020",Abu Ghraib,-0.13947,0.23551,,
"July 1, 2020",Abu Ghraib,-0.0169,0.23029,,
"July 2, 2020",Abu Ghraib,-0.28489,0.3278,,
"July 3, 2020",Abu Ghraib,-0.29,0.29755,,
"July 4, 2020",Abu Ghraib,-0.37357,0.30662,,
"July 5, 2020",Abu Ghraib,0.03608,0.24502,,
"July 6, 2020",Abu Ghraib,-0.06566,0.22213,,
"July 7, 2020",Abu Ghraib,-0.09465,0.23691,,
"July 8, 2020",Abu Ghraib,0.07479,0.22694,,
"July 9, 2020",Abu Ghraib,-0.29908,0.30618,,
"July 10, 2020",Abu Ghraib,-0.30212,0.30128,,
"July 11, 2020",Abu Ghraib,-0.24617,0.32364,,
"July 12, 2020",Abu Ghraib,-0.03085,0.24815,0.2,Armed clash
"July 13, 2020",Abu Ghraib,-0.08764,0.25948,,
"July 14, 2020",Abu Ghraib,-0.22547,0.26443,,
"July 15, 2020",Abu Ghraib,0.03696,0.23981,,
"July 16, 2020",Abu Ghraib,-0.35904,0.26042,,
"July 17, 2020",Abu Ghraib,-0.22576,0.28098,,
"July 18, 2020",Abu Ghraib,-0.23464,0.2697,0.2,Remote explosive/landmine/IED
"July 19, 2020",Abu Ghraib,0.11334,0.22234,,
"July 20, 2020",Abu Ghraib,0.03778,0.2146,,
"July 21, 2020",Abu Ghraib,-0.02456,0.22756,,
"July 22, 2020",Abu Ghraib,0.01037,0.22847,,
"July 23, 2020",Abu Ghraib,-0.23728,0.27304,,
"July 24, 2020",Abu Ghraib,-0.2933,0.28194,,
"July 25, 2020",Abu Ghraib,-0.25639,0.26497,,
"July 26, 2020",Abu Ghraib,0.03464,0.22064,,
"July 27, 2020",Abu Ghraib,-0.06621,0.23412,,
"July 28, 2020",Abu Ghraib,0.0161,0.25675,,
"July 29, 2020",Abu Ghraib,0.12734,0.2351,,
"July 30, 2020",Abu Ghraib,-0.16212,0.26171,,
"July 31, 2020",Abu Ghraib,-0.1929,0.27911,,
"August 1, 2020",Abu Ghraib,-0.3171,0.26586,,
"August 2, 2020",Abu Ghraib,-0.25952,0.27418,,
"August 3, 2020",Abu Ghraib,-0.28871,0.27115,,
"August 4, 2020",Abu Ghraib,-0.32554,0.27328,,
"August 5, 2020",Abu Ghraib,-0.24437,0.2797,,
"August 6, 2020",Abu Ghraib,-0.22728,0.27429,,
"August 7, 2020",Abu Ghraib,-0.21071,0.3106,,
"August 8, 2020",Abu Ghraib,-0.27088,0.26019,,
"August 9, 2020",Abu Ghraib,-0.00721,0.25428,,
"August 10, 2020",Abu Ghraib,-0.01132,0.21752,,
"August 11, 2020",Abu Ghraib,0.02568,0.20904,,
"August 12, 2020",Abu Ghraib,0.05679,0.23383,,
"August 13, 2020",Abu Ghraib,-0.16775,0.27552,,
"August 14, 2020",Abu Ghraib,-0.1985,0.25479,,
"August 15, 2020",Abu Ghraib,-0.22647,0.27294,,
"August 16, 2020",Abu Ghraib,0.14318,0.21762,,
"August 17, 2020",Abu Ghraib,0.04417,0.23124,,
"August 18, 2020",Abu Ghraib,0.0776,0.22721,,
"August 19, 2020",Abu Ghraib,0.12232,0.19486,,
"August 20, 2020",Abu Ghraib,-0.0698,0.23667,,
"August 21, 2020",Abu Ghraib,-0.12329,0.2823,,
"August 22, 2020",Abu Ghraib,-0.04297,0.23496,,
"August 23, 2020",Abu Ghraib,0.06626,0.22787,,
"August 24, 2020",Abu Ghraib,0.09017,0.21713,,
"August 25, 2020",Abu Ghraib,0.02951,0.24043,,
"August 26, 2020",Abu Ghraib,0.16717,0.21909,,
"August 27, 2020",Abu Ghraib,0.20869,0.19718,,
"August 28, 2020",Abu Ghraib,-0.0552,0.25449,,
"August 29, 2020",Abu Ghraib,-0.00886,0.2039,,
"August 30, 2020",Abu Ghraib,-0.13963,0.23459,,
"August 31, 2020",Abu Ghraib,0.06367,0.21495,,
"September 1, 2020",Abu Ghraib,0.02714,0.20723,,
"September 2, 2020",Abu Ghraib,0.18017,0.19999,,
"September 3, 2020",Abu Ghraib,0.08947,0.21215,,
"September 4, 2020",Abu Ghraib,-0.06576,0.25339,,
"September 5, 2020",Abu Ghraib,-0.01724,0.24982,,
"September 6, 2020",Abu Ghraib,0.12035,0.23295,,
"September 7, 2020",Abu Ghraib,0.03185,0.23472,,
"September 8, 2020",Abu Ghraib,0.01886,0.21454,,
"September 9, 2020",Abu Ghraib,0.06651,0.25069,,
"September 10, 2020",Abu Ghraib,0.03458,0.26127,,
"September 11, 2020",Abu Ghraib,-0.10958,0.27886,,
"September 12, 2020",Abu Ghraib,-0.10875,0.21836,,
"September 13, 2020",Abu Ghraib,0.05754,0.21853,,
"September 14, 2020",Abu Ghraib,-0.02308,0.22073,,
"September 15, 2020",Abu Ghraib,0.15891,0.21447,,
"September 16, 2020",Abu Ghraib,0.05165,0.21629,,
"September 17, 2020",Abu Ghraib,-0.01928,0.21076,0.2,Remote explosive/landmine/IED
"September 18, 2020",Abu Ghraib,-0.11881,0.23457,,
"September 19, 2020",Abu Ghraib,-0.01462,0.21961,,
"September 20, 2020",Abu Ghraib,0.0119,0.19105,,
"September 21, 2020",Abu Ghraib,0.06779,0.20436,,
"September 22, 2020",Abu Ghraib,-0.08034,0.22511,,
"September 23, 2020",Abu Ghraib,-0.01412,0.21182,0.2,Remote explosive/landmine/IED
"September 24, 2020",Abu Ghraib,0.05753,0.23655,,
"September 25, 2020",Abu Ghraib,-0.23261,0.25433,,
"September 26, 2020",Abu Ghraib,-0.00283,0.24124,,
"September 27, 2020",Abu Ghraib,0.05276,0.20502,,
"September 28, 2020",Abu Ghraib,-0.0178,0.19356,,
"September 29, 2020",Abu Ghraib,-0.04193,0.21528,,
"September 30, 2020",Abu Ghraib,0.13234,0.20728,,
"October 1, 2020",Abu Ghraib,0.12325,0.23841,,
"October 2, 2020",Abu Ghraib,-0.00451,0.2499,,
"October 3, 2020",Abu Ghraib,-0.12026,0.26357,,
"October 4, 2020",Abu Ghraib,-0.0115,0.24078,,
"October 5, 2020",Abu Ghraib,-0.04664,0.22935,,
"October 6, 2020",Abu Ghraib,-0.09294,0.23094,,
"October 7, 2020",Abu Ghraib,0.04666,0.22251,,
"October 8, 2020",Abu Ghraib,-0.13058,0.23962,,
"October 9, 2020",Abu Ghraib,0.04328,0.24252,,
"October 10, 2020",Abu Ghraib,0.10501,0.2102,,
"October 11, 2020",Abu Ghraib,0.02819,0.20783,,
"October 12, 2020",Abu Ghraib,0.09997,0.22719,,
"October 13, 2020",Abu Ghraib,0.10987,0.20454,,
"October 14, 2020",Abu Ghraib,0.1186,0.23378,,
"October 15, 2020",Abu Ghraib,0.11778,0.21035,0.2,Arrests
"October 16, 2020",Abu Ghraib,-0.04891,0.24919,,
"October 17, 2020",Abu Ghraib,0.10205,0.22921,,
"October 18, 2020",Abu Ghraib,0.2279,0.21801,,
"October 19, 2020",Abu Ghraib,0.13229,0.20403,,
"October 20, 2020",Abu Ghraib,0.05444,0.21035,,
"October 21, 2020",Abu Ghraib,0.16216,0.20488,,
"October 22, 2020",Abu Ghraib,0.09009,0.20885,,
"October 23, 2020",Abu Ghraib,0.08494,0.22699,,
"October 24, 2020",Abu Ghraib,0.011,0.23444,,
"October 25, 2020",Abu Ghraib,0.06929,0.2163,,
"October 26, 2020",Abu Ghraib,0.13486,0.20603,,
"October 27, 2020",Abu Ghraib,-0.00677,0.22087,,
"October 28, 2020",Abu Ghraib,0.28934,0.21497,,
"October 29, 2020",Abu Ghraib,0.03693,0.19439,,
"October 30, 2020",Abu Ghraib,0.02347,0.22165,,
"October 31, 2020",Abu Ghraib,0.01137,0.24133,,
"November 1, 2020",Abu Ghraib,0.13372,0.20477,,
"November 2, 2020",Abu Ghraib,0.14171,0.19999,,
"November 3, 2020",Abu Ghraib,0.07419,0.18216,,
"November 4, 2020",Abu Ghraib,0.00098,0.20666,,
"November 5, 2020",Abu Ghraib,0.10717,0.19249,,
"November 6, 2020",Abu Ghraib,-0.06513,0.23793,,
"November 7, 2020",Abu Ghraib,0.04236,0.22165,,
"November 8, 2020",Abu Ghraib,0.13755,0.21944,,
"November 9, 2020",Abu Ghraib,0.09169,0.22247,,
"November 10, 2020",Abu Ghraib,-0.02958,0.21463,,
"November 11, 2020",Abu Ghraib,0.14264,0.20564,,
"November 12, 2020",Abu Ghraib,0.10797,0.21988,,
"November 13, 2020",Abu Ghraib,0.00915,0.22965,,
"November 14, 2020",Abu Ghraib,-0.00618,0.22212,,
"November 15, 2020",Abu Ghraib,0.20012,0.20001,,
"November 16, 2020",Abu Ghraib,0.12249,0.2123,,
"November 17, 2020",Abu Ghraib,0.08277,0.19683,,
"November 18, 2020",Abu Ghraib,0.23276,0.20155,,
"November 19, 2020",Abu Ghraib,0.15418,0.20318,,
"November 20, 2020",Abu Ghraib,0.09203,0.22193,,
"November 21, 2020",Abu Ghraib,-0.03012,0.24192,,
"November 22, 2020",Abu Ghraib,0.08603,0.19869,,
"November 23, 2020",Abu Ghraib,0.16759,0.17383,,
"November 24, 2020",Abu Ghraib,0.03703,0.20401,,
"November 25, 2020",Abu Ghraib,0.15123,0.19543,,
"November 26, 2020",Abu Ghraib,0.13147,0.18441,,
"November 27, 2020",Abu Ghraib,-0.02008,0.22423,,
"November 28, 2020",Abu Ghraib,-0.02309,0.21944,,
"November 29, 2020",Abu Ghraib,0.09178,0.19851,,
"November 30, 2020",Abu Ghraib,0.12403,0.19196,,
"December 1, 2020",Abu Ghraib,0.05276,0.18671,,
"December 2, 2020",Abu Ghraib,0.28998,0.17949,,
"December 3, 2020",Abu Ghraib,0.18554,0.21319,,
"December 4, 2020",Abu Ghraib,0.06013,0.23106,,
"December 5, 2020",Abu Ghraib,0.09516,0.18799,,
"December 6, 2020",Abu Ghraib,0.15522,0.16774,,
"December 7, 2020",Abu Ghraib,-0.00402,0.19255,,
"December 8, 2020",Abu Ghraib,0.09814,0.19192,,
"December 9, 2020",Abu Ghraib,0.18202,0.18201,,
"December 10, 2020",Abu Ghraib,-0.05798,0.23885,,
"December 11, 2020",Abu Ghraib,0.02923,0.24227,,
"December 12, 2020",Abu Ghraib,0.08117,0.20473,,
"December 13, 2020",Abu Ghraib,0.17794,0.20254,,
"March 1, 2020",Al Fallujah,0.04814,0.26005,0.2,Armed clash
"March 2, 2020",Al Fallujah,0.20372,0.24433,0.2,Change to group/activity
"March 3, 2020",Al Fallujah,0.18013,0.24345,,
"March 4, 2020",Al Fallujah,0.02456,0.2513,,
"March 5, 2020",Al Fallujah,0.0433,0.24276,,
"March 6, 2020",Al Fallujah,0.01656,0.24163,,
"March 7, 2020",Al Fallujah,0.06172,0.22999,,
"March 8, 2020",Al Fallujah,0.20788,0.23913,,
"March 9, 2020",Al Fallujah,0.17637,0.23016,,
"March 10, 2020",Al Fallujah,0.19352,0.23886,,
"March 11, 2020",Al Fallujah,0.06434,0.23359,,
"March 12, 2020",Al Fallujah,0.07223,0.23205,,
"March 13, 2020",Al Fallujah,-0.04411,0.26179,,
"March 14, 2020",Al Fallujah,-0.01307,0.27139,,
"March 15, 2020",Al Fallujah,0.12141,0.25671,,
"March 16, 2020",Al Fallujah,0.09252,0.24669,,
"March 17, 2020",Al Fallujah,0.10123,0.25179,,
"March 18, 2020",Al Fallujah,-0.39876,0.34592,,
"March 19, 2020",Al Fallujah,-0.42708,0.37638,,
"March 20, 2020",Al Fallujah,-0.41307,0.37594,,
"March 21, 2020",Al Fallujah,-0.45411,0.41555,,
"March 22, 2020",Al Fallujah,-0.36078,0.39074,,
"March 23, 2020",Al Fallujah,-0.3817,0.39226,,
"March 24, 2020",Al Fallujah,-0.33445,0.37348,,
"March 25, 2020",Al Fallujah,-0.4262,0.37596,,
"March 26, 2020",Al Fallujah,-0.43176,0.37581,,
"March 27, 2020",Al Fallujah,-0.39899,0.37069,,
"March 28, 2020",Al Fallujah,-0.39735,0.36493,,
"March 29, 2020",Al Fallujah,-0.32831,0.37066,,
"March 30, 2020",Al Fallujah,-0.33652,0.35989,,
"March 31, 2020",Al Fallujah,-0.28785,0.34531,,
"April 1, 2020",Al Fallujah,-0.40298,0.34886,,
"April 2, 2020",Al Fallujah,-0.3721,0.34284,,
"April 3, 2020",Al Fallujah,-0.32532,0.33908,,
"April 4, 2020",Al Fallujah,-0.46793,0.44318,,
"April 5, 2020",Al Fallujah,-0.28083,0.36147,,
"April 6, 2020",Al Fallujah,-0.29078,0.35143,,
"April 7, 2020",Al Fallujah,-0.28294,0.35796,,
"April 8, 2020",Al Fallujah,-0.39305,0.3502,,
"April 9, 2020",Al Fallujah,-0.38774,0.35161,,
"April 10, 2020",Al Fallujah,-0.39207,0.36288,,
"April 11, 2020",Al Fallujah,-0.33435,0.3493,,
"April 12, 2020",Al Fallujah,-0.24074,0.33813,,
"April 13, 2020",Al Fallujah,-0.27278,0.34066,,
"April 14, 2020",Al Fallujah,-0.25394,0.33715,,
"April 15, 2020",Al Fallujah,-0.31466,0.33057,,
"April 16, 2020",Al Fallujah,-0.30125,0.31439,,
"April 17, 2020",Al Fallujah,-0.31802,0.33103,,
"April 18, 2020",Al Fallujah,-0.18585,0.30052,,
"April 19, 2020",Al Fallujah,-0.1281,0.30645,,
"April 20, 2020",Al Fallujah,-0.1544,0.29192,,
"April 21, 2020",Al Fallujah,0.02416,0.26291,,
"April 22, 2020",Al Fallujah,-0.1101,0.26685,,
"April 23, 2020",Al Fallujah,-0.09045,0.26254,,
"April 24, 2020",Al Fallujah,-0.51174,0.43637,,
"April 25, 2020",Al Fallujah,-0.45938,0.395,,
"April 26, 2020",Al Fallujah,-0.04194,0.3101,0.2,Remote explosive/landmine/IED
"April 27, 2020",Al Fallujah,-0.10822,0.31005,,
"April 28, 2020",Al Fallujah,-0.08178,0.30217,,
"April 29, 2020",Al Fallujah,-0.1663,0.28004,,
"April 30, 2020",Al Fallujah,-0.21178,0.29734,,
"May 1, 2020",Al Fallujah,-0.44573,0.39377,,
"May 2, 2020",Al Fallujah,-0.42283,0.38319,,
"May 3, 2020",Al Fallujah,0.09513,0.28461,,
"May 4, 2020",Al Fallujah,-0.04597,0.29558,,
"May 5, 2020",Al Fallujah,-0.07072,0.29523,,
"May 6, 2020",Al Fallujah,-0.15236,0.30321,,
"May 7, 2020",Al Fallujah,-0.14037,0.29442,,
"May 8, 2020",Al Fallujah,-0.39954,0.37561,,
"May 9, 2020",Al Fallujah,-0.35623,0.35484,,
"May 10, 2020",Al Fallujah,0.14035,0.28506,,
"May 11, 2020",Al Fallujah,0.08593,0.2752,,
"May 12, 2020",Al Fallujah,0.10188,0.2785,,
"May 13, 2020",Al Fallujah,-0.07799,0.27709,,
"May 14, 2020",Al Fallujah,-0.08275,0.27475,,
"May 15, 2020",Al Fallujah,-0.36505,0.36223,,
"May 16, 2020",Al Fallujah,-0.31957,0.34858,,
"May 17, 2020",Al Fallujah,0.22836,0.2554,,
"May 18, 2020",Al Fallujah,0.13311,0.26197,,
"May 19, 2020",Al Fallujah,0.1242,0.26193,,
"May 20, 2020",Al Fallujah,-0.08255,0.27044,,
"May 21, 2020",Al Fallujah,0.04361,0.25351,0.2,Armed clash
"May 22, 2020",Al Fallujah,-0.28333,0.3282,,
"May 23, 2020",Al Fallujah,-0.27656,0.32372,,
"May 24, 2020",Al Fallujah,-0.0906,0.25162,0.2,Armed clash
"May 25, 2020",Al Fallujah,-0.11871,0.2683,,
"May 26, 2020",Al Fallujah,-0.11966,0.27799,0.2,Armed clash
"May 27, 2020",Al Fallujah,-0.25433,0.30519,,
"May 28, 2020",Al Fallujah,-0.24271,0.30624,,
"May 29, 2020",Al Fallujah,-0.26632,0.33716,,
"May 30, 2020",Al Fallujah,-0.16131,0.30766,,
"May 31, 2020",Al Fallujah,0.00016,0.29443,0.2,Armed clash
"June 1, 2020",Al Fallujah,0.01199,0.27442,,
"June 2, 2020",Al Fallujah,0.00039,0.27615,,
"June 3, 2020",Al Fallujah,-0.25074,0.31987,0.2,Looting/property destruction
"June 4, 2020",Al Fallujah,-0.21188,0.29993,0.2,Armed clash
"June 5, 2020",Al Fallujah,-0.29716,0.3306,,
"June 6, 2020",Al Fallujah,-0.18179,0.30758,,
"June 7, 2020",Al Fallujah,0.04095,0.28653,,
"June 8, 2020",Al Fallujah,-0.0011,0.28546,,
"June 9, 2020",Al Fallujah,0.0215,0.27399,,
"June 10, 2020",Al Fallujah,-0.17439,0.29588,,
"June 11, 2020",Al Fallujah,-0.2113,0.30449,,
"June 12, 2020",Al Fallujah,-0.28946,0.32999,,
"June 13, 2020",Al Fallujah,-0.29997,0.33256,,
"June 14, 2020",Al Fallujah,-0.01016,0.29498,,
"June 15, 2020",Al Fallujah,-0.06139,0.30151,,
"June 16, 2020",Al Fallujah,0.02317,0.28012,,
"June 17, 2020",Al Fallujah,-0.10462,0.28945,,
"June 18, 2020",Al Fallujah,-0.31823,0.3307,,
"June 19, 2020",Al Fallujah,-0.36933,0.37334,,
"June 20, 2020",Al Fallujah,-0.26363,0.3326,,
"June 21, 2020",Al Fallujah,0.04761,0.29981,,
"June 22, 2020",Al Fallujah,-0.02093,0.29659,,
"June 23, 2020",Al Fallujah,-0.05077,0.31188,,
"June 24, 2020",Al Fallujah,-0.13424,0.29676,,
"June 25, 2020",Al Fallujah,-0.22857,0.31454,,
"June 26, 2020",Al Fallujah,-0.36502,0.35851,,
"June 27, 2020",Al Fallujah,-0.28589,0.338,,
"June 28, 2020",Al Fallujah,0.0409,0.28431,,
"June 29, 2020",Al Fallujah,-0.03919,0.28497,,
"June 30, 2020",Al Fallujah,-0.002,0.29828,,
"July 1, 2020",Al Fallujah,-0.11965,0.28761,,
"July 2, 2020",Al Fallujah,-0.23873,0.31731,,
"July 3, 2020",Al Fallujah,-0.34617,0.35418,,
"July 4, 2020",Al Fallujah,-0.21716,0.31539,,
"July 5, 2020",Al Fallujah,0.18576,0.27066,,
"July 6, 2020",Al Fallujah,0.12583,0.27174,,
"July 7, 2020",Al Fallujah,0.21978,0.2536,,
"July 8, 2020",Al Fallujah,0.07048,0.25431,,
"July 9, 2020",Al Fallujah,-0.1071,0.27489,,
"July 10, 2020",Al Fallujah,-0.29752,0.35012,,
"July 11, 2020",Al Fallujah,-0.19899,0.31708,,
"July 12, 2020",Al Fallujah,0.28246,0.2543,,
"July 13, 2020",Al Fallujah,0.16512,0.27719,,
"July 14, 2020",Al Fallujah,0.1233,0.27089,,
"July 15, 2020",Al Fallujah,0.04768,0.27114,,
"July 16, 2020",Al Fallujah,-0.06706,0.27612,,
"July 17, 2020",Al Fallujah,-0.32039,0.35405,,
"July 18, 2020",Al Fallujah,-0.18424,0.32675,,
"July 19, 2020",Al Fallujah,0.33107,0.25051,,
"July 20, 2020",Al Fallujah,0.23068,0.25892,,
"July 21, 2020",Al Fallujah,0.20408,0.25733,,
"July 22, 2020",Al Fallujah,0.06063,0.2681,,
"July 23, 2020",Al Fallujah,-0.21522,0.30493,,
"July 24, 2020",Al Fallujah,-0.3199,0.35309,,
"July 25, 2020",Al Fallujah,-0.18019,0.3265,,
"July 26, 2020",Al Fallujah,0.31681,0.26088,,
"July 27, 2020",Al Fallujah,0.1991,0.26293,,
"July 28, 2020",Al Fallujah,0.25065,0.24901,,
"July 29, 2020",Al Fallujah,0.20697,0.24025,,
"July 30, 2020",Al Fallujah,-0.08213,0.28027,,
"July 31, 2020",Al Fallujah,-0.19687,0.27889,,
"August 1, 2020",Al Fallujah,-0.1708,0.28086,,
"August 2, 2020",Al Fallujah,-0.064,0.28162,,
"August 3, 2020",Al Fallujah,-0.0941,0.29258,,
"August 4, 2020",Al Fallujah,-0.00718,0.28617,,
"August 5, 2020",Al Fallujah,-0.13976,0.30282,,
"August 6, 2020",Al Fallujah,-0.15623,0.2997,,
"August 7, 2020",Al Fallujah,-0.28863,0.33913,,
"August 8, 2020",Al Fallujah,-0.14028,0.30362,,
"August 9, 2020",Al Fallujah,0.31562,0.24765,,
"August 10, 2020",Al Fallujah,0.22699,0.25254,,
"August 11, 2020",Al Fallujah,0.29423,0.25093,,
"August 12, 2020",Al Fallujah,0.11864,0.25682,,
"August 13, 2020",Al Fallujah,-0.08686,0.28405,,
"August 14, 2020",Al Fallujah,-0.25094,0.32009,,
"August 15, 2020",Al Fallujah,-0.09642,0.2962,,
