Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-05-14,Ar Rutbah,0.02481,0.31637
2020-05-15,Ar Rutbah,-0.06074,0.35987
2020-05-16,Ar Rutbah,-0.18698,0.32617
2020-05-17,Ar Rutbah,0.06429,0.30635
2020-05-18,Ar Rutbah,-0.04249,0.28425
2020-05-19,Ar Rutbah,0.08924,0.26623
2020-05-20,Ar Rutbah,0.00841,0.30516
2020-05-21,Ar Rutbah,0.08798,0.29618
2020-05-22,Ar Rutbah,0.29346,0.30713
2020-05-23,Ar Rutbah,0.26381,0.2833
2020-05-24,Ar Rutbah,-0.02754,0.32448
2020-05-25,Ar Rutbah,-0.05662,0.34283
2020-05-26,Ar Rutbah,-0.12399,0.32768
2020-05-27,Ar Rutbah,-0.18963,0.31756
2020-05-28,Ar Rutbah,-0.11997,0.30669
2020-05-29,Ar Rutbah,0.09238,0.32964
2020-05-30,Ar Rutbah,-0.16634,0.31798
2020-05-31,Ar Rutbah,0.0149,0.33356
2020-06-01,Ar Rutbah,0.00822,0.30741
2020-06-02,Ar Rutbah,0.19782,0.29387
2020-06-03,Ar Rutbah,0.21014,0.28311
2020-06-04,Ar Rutbah,0.75479,0.23943
2020-06-05,Ar Rutbah,0.24693,0.32604
2020-06-06,Ar Rutbah,-0.2255,0.2996
2020-06-07,Ar Rutbah,-0.0234,0.29914
2020-06-08,Ar Rutbah,-0.02375,0.32574
2020-06-09,Ar Rutbah,-0.16382,0.31594
2020-06-10,Ar Rutbah,-0.00729,0.31793
2020-06-11,Ar Rutbah,0.09853,0.29572
2020-06-12,Ar Rutbah,0.02479,0.31785
2020-06-13,Ar Rutbah,-0.2354,0.31082
2020-06-14,Ar Rutbah,0.15006,0.28279
2020-06-15,Ar Rutbah,-0.04418,0.28815
2020-06-16,Ar Rutbah,-0.09704,0.29435
2020-06-17,Ar Rutbah,0.04733,0.32585
2020-06-18,Ar Rutbah,0.51317,0.26473
2020-06-19,Ar Rutbah,-0.01371,0.36099
2020-06-20,Ar Rutbah,-0.1723,0.33188
2020-06-21,Ar Rutbah,0.05316,0.31529
2020-06-22,Ar Rutbah,-0.11376,0.34675
2020-06-23,Ar Rutbah,0.04713,0.32069
2020-06-24,Ar Rutbah,-0.0285,0.32458
2020-06-25,Ar Rutbah,-0.18979,0.33135
2020-06-26,Ar Rutbah,-0.01346,0.33921
2020-06-27,Ar Rutbah,-0.29899,0.31648
2020-06-28,Ar Rutbah,0.02664,0.34121
2020-06-29,Ar Rutbah,0.00056,0.33304
2020-06-30,Ar Rutbah,-0.08093,0.31776
2020-07-01,Ar Rutbah,0.25473,0.24207
2020-07-02,Ar Rutbah,-0.08808,0.31567
2020-07-03,Ar Rutbah,0.70868,0.26148
2020-07-04,Ar Rutbah,-0.16562,0.34693
2020-07-05,Ar Rutbah,0.02214,0.31216
2020-07-06,Ar Rutbah,-0.08245,0.31712
2020-07-07,Ar Rutbah,-0.03731,0.3138
2020-07-08,Ar Rutbah,0.12119,0.30866
2020-07-09,Ar Rutbah,0.01594,0.28077
2020-07-10,Ar Rutbah,0.04122,0.30649
2020-07-11,Ar Rutbah,-0.0869,0.28396
2020-07-12,Ar Rutbah,0.35345,0.28632
2020-07-13,Ar Rutbah,-0.0285,0.30968
2020-07-14,Ar Rutbah,0.06041,0.29734
2020-07-15,Ar Rutbah,0.05218,0.29552
2020-07-16,Ar Rutbah,-0.01312,0.33183
2020-07-17,Ar Rutbah,0.10286,0.299
2020-07-18,Ar Rutbah,0.35986,0.23268
2020-07-19,Ar Rutbah,0.13716,0.30798
2020-07-20,Ar Rutbah,0.09308,0.29472
2020-07-21,Ar Rutbah,2.9999999999999997e-05,0.30286
2020-07-22,Ar Rutbah,0.02935,0.2983
2020-07-23,Ar Rutbah,-0.13077,0.31384
2020-07-24,Ar Rutbah,0.11713,0.29454
2020-07-25,Ar Rutbah,-0.0082,0.29348
2020-07-26,Ar Rutbah,0.22185,0.33032
2020-07-27,Ar Rutbah,0.05074,0.33189
2020-07-28,Ar Rutbah,0.04755,0.28776
2020-07-29,Ar Rutbah,0.22859,0.26067
2020-07-30,Ar Rutbah,-0.01291,0.29323
2020-07-31,Ar Rutbah,0.10249,0.30773
2020-08-01,Ar Rutbah,-0.20736,0.29418
2020-08-02,Ar Rutbah,0.52154,0.23166
2020-08-03,Ar Rutbah,-0.04784,0.29534
2020-08-04,Ar Rutbah,0.1727,0.29622
2020-08-05,Ar Rutbah,-0.0395,0.33098
2020-08-06,Ar Rutbah,-0.0918,0.31402
2020-08-07,Ar Rutbah,0.00536,0.31856
2020-08-08,Ar Rutbah,-0.15086,0.30234
2020-08-09,Ar Rutbah,0.15972,0.31677
2020-08-10,Ar Rutbah,0.06384,0.31642
2020-08-11,Ar Rutbah,0.04869,0.27823
2020-08-12,Ar Rutbah,0.1131,0.25017
2020-08-13,Ar Rutbah,0.21788,0.25515
2020-08-14,Ar Rutbah,0.07361,0.3024
2020-08-15,Ar Rutbah,-0.12135,0.26669
2020-08-16,Ar Rutbah,0.02318,0.25855
2020-08-17,Ar Rutbah,0.42047,0.19189
2020-08-18,Ar Rutbah,0.11565,0.30018
2020-08-19,Ar Rutbah,0.03926,0.26512
2020-08-20,Ar Rutbah,-0.06358,0.27989
2020-08-21,Ar Rutbah,0.04626,0.31543
2020-08-22,Ar Rutbah,-0.17329,0.32605
2020-08-23,Ar Rutbah,0.07149,0.31093
2020-08-24,Ar Rutbah,0.11272,0.2956
2020-08-25,Ar Rutbah,0.1119,0.29107
2020-08-26,Ar Rutbah,0.11318,0.30269
2020-08-27,Ar Rutbah,0.04837,0.28506
2020-08-28,Ar Rutbah,0.06286,0.33336
2020-08-29,Ar Rutbah,-0.17175,0.33088
2020-08-30,Ar Rutbah,0.12374,0.29795
2020-08-31,Ar Rutbah,0.06701,0.31341
2020-09-01,Ar Rutbah,0.15062,0.33681
2020-09-02,Ar Rutbah,0.11431,0.30632
2020-09-03,Ar Rutbah,0.46479,0.26115
2020-09-04,Ar Rutbah,0.08244,0.33608
2020-09-05,Ar Rutbah,-0.0975,0.32074
2020-09-06,Ar Rutbah,0.0941,0.34295
2020-09-07,Ar Rutbah,-0.08491,0.3382
2020-09-08,Ar Rutbah,0.16279,0.30985
2020-09-09,Ar Rutbah,0.33913,0.3076
2020-09-10,Ar Rutbah,-0.20455,0.35027
2020-09-11,Ar Rutbah,-0.02848,0.36801
2020-09-12,Ar Rutbah,-0.15109,0.34243
2020-09-13,Ar Rutbah,0.09612,0.33792
2020-09-14,Ar Rutbah,-0.02473,0.34104
2020-09-15,Ar Rutbah,-0.07565,0.34731
2020-09-16,Ar Rutbah,-0.05439,0.32934
2020-09-17,Ar Rutbah,-0.17793,0.33291
2020-09-18,Ar Rutbah,0.61173,0.27314
2020-09-19,Ar Rutbah,-0.15759,0.3117
2020-09-20,Ar Rutbah,0.11342,0.33183
2020-09-21,Ar Rutbah,-0.10926,0.30146
2020-09-22,Ar Rutbah,0.06014,0.32194
2020-09-23,Ar Rutbah,0.37472,0.30551
2020-09-24,Ar Rutbah,0.12372,0.33967
2020-09-25,Ar Rutbah,0.05267,0.34308
2020-09-26,Ar Rutbah,-0.20216,0.3302
2020-09-27,Ar Rutbah,0.03255,0.3241
2020-09-28,Ar Rutbah,-0.00435,0.31563
2020-09-29,Ar Rutbah,-0.1277,0.34999
2020-09-30,Ar Rutbah,0.08693,0.35342
2020-10-01,Ar Rutbah,-0.13405,0.309
2020-10-02,Ar Rutbah,-0.06345,0.36201
2020-10-03,Ar Rutbah,0.12248,0.19946
2020-10-04,Ar Rutbah,0.14374,0.2702
2020-10-05,Ar Rutbah,-0.06395,0.31919
2020-10-06,Ar Rutbah,0.03717,0.30869
2020-10-07,Ar Rutbah,0.19808,0.28201
2020-10-08,Ar Rutbah,0.00723,0.29737
2020-10-09,Ar Rutbah,0.03448,0.33739
2020-10-10,Ar Rutbah,-0.19333,0.33169
2020-10-11,Ar Rutbah,-0.03673,0.34037
2020-10-12,Ar Rutbah,0.0959,0.34789
2020-10-13,Ar Rutbah,0.20931,0.33431
2020-10-14,Ar Rutbah,0.11805,0.30918
2020-10-15,Ar Rutbah,-0.00541,0.32516
2020-10-16,Ar Rutbah,0.01309,0.35666
2020-10-17,Ar Rutbah,0.01874,0.31784
2020-10-18,Ar Rutbah,0.20513,0.27774
2020-10-19,Ar Rutbah,0.23018,0.30098
2020-10-20,Ar Rutbah,0.14019,0.33338
2020-10-21,Ar Rutbah,0.10733,0.32432
2020-10-22,Ar Rutbah,-0.10569,0.34805
2020-10-23,Ar Rutbah,-0.04655,0.35841
2020-10-24,Ar Rutbah,-0.05591,0.32581
2020-10-25,Ar Rutbah,0.16592,0.33304
2020-10-26,Ar Rutbah,0.16014,0.32185
2020-10-27,Ar Rutbah,-0.10473,0.35613
2020-10-28,Ar Rutbah,-0.02508,0.35702
2020-10-29,Ar Rutbah,-0.01745,0.29827
2020-10-30,Ar Rutbah,0.2542,0.33573
2020-10-31,Ar Rutbah,0.02576,0.27582
2020-11-01,Ar Rutbah,0.26912,0.28172
2020-11-02,Ar Rutbah,0.61227,0.24419
2020-11-03,Ar Rutbah,0.36823,0.30599
2020-11-04,Ar Rutbah,0.22362,0.30704
2020-11-05,Ar Rutbah,0.04863,0.3279
2020-11-06,Ar Rutbah,0.00035,0.34951
2020-11-07,Ar Rutbah,-0.18496,0.34342
2020-11-08,Ar Rutbah,0.06368,0.33093
2020-11-09,Ar Rutbah,-0.08381,0.33267
2020-11-10,Ar Rutbah,0.00132,0.33631
2020-11-11,Ar Rutbah,0.11267,0.32147
2020-11-12,Ar Rutbah,-0.01023,0.34902
2020-11-13,Ar Rutbah,0.09933,0.35571
2020-11-14,Ar Rutbah,-0.11027,0.30134
2020-11-15,Ar Rutbah,0.09499,0.3511
2020-11-16,Ar Rutbah,0.00615,0.29777
2020-11-17,Ar Rutbah,0.41222,0.26491
2020-11-18,Ar Rutbah,0.35875,0.29927
2020-11-19,Ar Rutbah,0.12566,0.32636
2020-11-20,Ar Rutbah,-0.016,0.3417
2020-11-21,Ar Rutbah,-0.08373,0.35181
2020-11-22,Ar Rutbah,0.33098,0.3552
2020-11-23,Ar Rutbah,0.07111,0.3217
2020-11-24,Ar Rutbah,0.02684,0.31387
2020-11-25,Ar Rutbah,0.09214,0.33799
2020-11-26,Ar Rutbah,0.13268,0.34267
2020-11-27,Ar Rutbah,0.09719,0.32721
2020-11-28,Ar Rutbah,-0.15311,0.31478
2020-11-29,Ar Rutbah,0.26037,0.30519
2020-11-30,Ar Rutbah,0.05377,0.31118
2020-12-01,Ar Rutbah,0.16133,0.29609
2020-12-02,Ar Rutbah,0.08329,0.30066
2020-12-03,Ar Rutbah,0.79986,0.24571
2020-12-04,Ar Rutbah,-0.00374,0.39002
2020-12-05,Ar Rutbah,-0.18491,0.34849
2020-12-06,Ar Rutbah,0.17663,0.35109
2020-12-07,Ar Rutbah,0.0375,0.35163
2020-12-08,Ar Rutbah,0.07563,0.32236
2020-12-09,Ar Rutbah,-0.02016,0.33276
2020-12-10,Ar Rutbah,0.03286,0.32778
2020-12-11,Ar Rutbah,0.10697,0.33077
2020-12-12,Ar Rutbah,-0.18614,0.34175
2020-12-13,Ar Rutbah,0.17162,0.30666
2020-03-01,Hit,-0.1149,0.25818
2020-03-02,Hit,0.05182,0.23304
2020-03-03,Hit,0.04444,0.23227
2020-03-04,Hit,0.07659,0.2118
2020-03-05,Hit,-0.02664,0.23271
2020-03-06,Hit,-0.0232,0.23806
2020-03-07,Hit,0.06436,0.23513
2020-03-08,Hit,0.04363,0.22679
2020-03-09,Hit,-0.00034,0.23967
2020-03-10,Hit,0.00362,0.23713
2020-03-11,Hit,0.00951,0.24881
2020-03-12,Hit,-0.01677,0.22768
2020-03-13,Hit,-0.0976,0.2659
2020-03-14,Hit,-0.11136,0.30704
2020-03-15,Hit,-0.0342,0.27476
2020-03-16,Hit,-0.04851,0.24642
2020-03-17,Hit,-0.0365,0.25562
2020-03-18,Hit,-0.2291,0.30033
2020-03-19,Hit,-0.33833,0.32028
2020-03-20,Hit,-0.34554,0.34849
2020-03-21,Hit,-0.39678,0.39875
2020-03-22,Hit,-0.38006,0.37653
2020-03-23,Hit,-0.36107,0.34688
2020-03-24,Hit,-0.34394,0.34936
2020-03-25,Hit,-0.33781,0.34976
2020-03-26,Hit,-0.32612,0.34306
2020-03-27,Hit,-0.33554,0.34035
2020-03-28,Hit,-0.31664,0.34242
2020-03-29,Hit,-0.34088,0.33885
2020-03-30,Hit,-0.33753,0.34369
2020-03-31,Hit,-0.28635,0.32167
2020-04-01,Hit,-0.26364,0.31852
2020-04-02,Hit,-0.27749,0.31527
2020-04-03,Hit,-0.20203,0.32602
2020-04-04,Hit,-0.34244,0.35325
2020-04-05,Hit,-0.29387,0.3132
2020-04-06,Hit,-0.27345,0.30591
2020-04-07,Hit,-0.28222,0.31103
2020-04-08,Hit,-0.28662,0.3242
2020-04-09,Hit,-0.29457,0.31436
2020-04-10,Hit,-0.3352,0.34495
2020-04-11,Hit,-0.28292,0.29866
2020-04-12,Hit,-0.25051,0.29655
2020-04-13,Hit,-0.22705,0.29458
2020-04-14,Hit,-0.23143,0.29946
2020-04-15,Hit,-0.19172,0.30311
2020-04-16,Hit,-0.2212,0.2897
2020-04-17,Hit,-0.24333,0.28448
2020-04-18,Hit,-0.14348,0.2752
2020-04-19,Hit,-0.16521,0.27468
2020-04-20,Hit,-0.07822,0.262
2020-04-21,Hit,-0.06903,0.25814
2020-04-22,Hit,-0.05719,0.24384
2020-04-23,Hit,-0.08647,0.25315
2020-04-24,Hit,-0.41066,0.36945
2020-04-25,Hit,-0.34443,0.33329
2020-04-26,Hit,-0.20595,0.29795
2020-04-27,Hit,-0.21327,0.29518
2020-04-28,Hit,-0.16816,0.29441
2020-04-29,Hit,-0.14143,0.29916
2020-04-30,Hit,-0.20214,0.28905
2020-05-01,Hit,-0.33931,0.32178
2020-05-02,Hit,-0.30712,0.32247
2020-05-03,Hit,-0.10991,0.2594
2020-05-04,Hit,-0.18337,0.27909
2020-05-05,Hit,-0.16942,0.27725
2020-05-06,Hit,-0.02973,0.28562
2020-05-07,Hit,-0.10258,0.2723
2020-05-08,Hit,-0.28773,0.31604
2020-05-09,Hit,-0.24679,0.30526
2020-05-10,Hit,-0.05488,0.2926
2020-05-11,Hit,-0.02667,0.25275
2020-05-12,Hit,-0.05375,0.2577
2020-05-13,Hit,-0.01386,0.24899
2020-05-14,Hit,-0.02844,0.25809
2020-05-15,Hit,-0.23345,0.30572
2020-05-16,Hit,-0.17379,0.27504
2020-05-17,Hit,0.00401,0.22927
2020-05-18,Hit,0.03257,0.24068
2020-05-19,Hit,0.01171,0.2378
2020-05-20,Hit,-0.02325,0.25149
2020-05-21,Hit,0.06109,0.23971
2020-05-22,Hit,-0.161,0.29361
2020-05-23,Hit,-0.09602,0.28317
2020-05-24,Hit,-0.05466,0.23111
2020-05-25,Hit,-0.11949,0.24828
2020-05-26,Hit,-0.13501,0.26221
2020-05-27,Hit,-0.09646,0.26699
2020-05-28,Hit,-0.09993,0.25445
2020-05-29,Hit,-0.19133,0.29063
2020-05-30,Hit,-0.08038,0.26701
2020-05-31,Hit,-0.10065,0.25271
2020-06-01,Hit,-0.01598,0.23324
2020-06-02,Hit,-0.00603,0.2439
2020-06-03,Hit,-0.07477,0.28099
2020-06-04,Hit,-0.01211,0.27132
2020-06-05,Hit,-0.21231,0.29451
2020-06-06,Hit,-0.18592,0.32123
2020-06-07,Hit,-0.15824,0.29751
2020-06-08,Hit,-0.19304,0.30461
2020-06-09,Hit,-0.18804,0.29933
2020-06-10,Hit,-0.08291,0.28
2020-06-11,Hit,-0.16368,0.27654
2020-06-12,Hit,-0.19847,0.29931
2020-06-13,Hit,-0.11221,0.26969
2020-06-14,Hit,-0.05494,0.25101
2020-06-15,Hit,-0.07867,0.26105
2020-06-16,Hit,-0.05267,0.26082
2020-06-17,Hit,-0.00725,0.25756
2020-06-18,Hit,-0.12828,0.28444
2020-06-19,Hit,-0.21507,0.30761
2020-06-20,Hit,-0.13001,0.28975
2020-06-21,Hit,-0.06125,0.26895
2020-06-22,Hit,-0.02732,0.26365
2020-06-23,Hit,-0.11119,0.26199
2020-06-24,Hit,-0.00743,0.27462
2020-06-25,Hit,-0.05063,0.26203
2020-06-26,Hit,-0.16723,0.30317
2020-06-27,Hit,-0.09422,0.28635
2020-06-28,Hit,-0.06202,0.26024
2020-06-29,Hit,-0.05512,0.27531
2020-06-30,Hit,-0.05429,0.27554
2020-07-01,Hit,-0.01309,0.25268
2020-07-02,Hit,-0.1055,0.26231
2020-07-03,Hit,-0.15107,0.28396
2020-07-04,Hit,-0.07944,0.27532
2020-07-05,Hit,0.0213,0.2611
2020-07-06,Hit,0.06236,0.25987
2020-07-07,Hit,0.02271,0.25514
2020-07-08,Hit,0.0766,0.24454
2020-07-09,Hit,-0.08182,0.26643
2020-07-10,Hit,-0.10464,0.2826
2020-07-11,Hit,-0.0248,0.2612
2020-07-12,Hit,0.06411,0.23292
2020-07-13,Hit,0.02624,0.23899
2020-07-14,Hit,-0.0318,0.2569
2020-07-15,Hit,0.10642,0.24966
2020-07-16,Hit,-0.03068,0.24268
2020-07-17,Hit,-0.1084,0.25649
2020-07-18,Hit,0.00839,0.2433
2020-07-19,Hit,0.15213,0.2318
2020-07-20,Hit,0.07791,0.24047
2020-07-21,Hit,0.02012,0.23207
2020-07-22,Hit,0.08245,0.24946
2020-07-23,Hit,-0.06888,0.27294
2020-07-24,Hit,-0.09967,0.26896
2020-07-25,Hit,-0.02363,0.24948
2020-07-26,Hit,0.07257,0.2419
2020-07-27,Hit,-0.03108,0.26601
2020-07-28,Hit,0.06575,0.23578
2020-07-29,Hit,0.21649,0.21809
2020-07-30,Hit,-0.02476,0.23089
2020-07-31,Hit,-0.0239,0.22149
2020-08-01,Hit,0.01106,0.2207
2020-08-02,Hit,-0.01357,0.22495
2020-08-03,Hit,-0.02154,0.23724
2020-08-04,Hit,0.01463,0.23518
2020-08-05,Hit,-0.05427,0.26004
2020-08-06,Hit,-0.1105,0.28069
2020-08-07,Hit,-0.15025,0.27202
2020-08-08,Hit,-0.09626,0.28088
2020-08-09,Hit,0.11647,0.22346
2020-08-10,Hit,-0.02448,0.2558
2020-08-11,Hit,0.09998,0.23431
2020-08-12,Hit,0.06706,0.25992
2020-08-13,Hit,-0.08885,0.25904
2020-08-14,Hit,-0.12294,0.28818
2020-08-15,Hit,-0.07073,0.27187
2020-08-16,Hit,0.09712,0.25623
2020-08-17,Hit,0.10687,0.26348
2020-08-18,Hit,0.02494,0.25541
2020-08-19,Hit,0.09843,0.26094
2020-08-20,Hit,-0.05616,0.26437
2020-08-21,Hit,-0.13595,0.27901
2020-08-22,Hit,-0.03293,0.261
2020-08-23,Hit,0.06881,0.25242
2020-08-24,Hit,0.11051,0.2593
2020-08-25,Hit,0.06163,0.24932
2020-08-26,Hit,0.1671,0.24758
2020-08-27,Hit,0.05455,0.24692
2020-08-28,Hit,-0.02067,0.25887
2020-08-29,Hit,0.05664,0.23882
2020-08-30,Hit,0.04334,0.24692
2020-08-31,Hit,0.08305,0.2262
2020-09-01,Hit,0.09786,0.24827
2020-09-02,Hit,0.10741,0.23266
2020-09-03,Hit,0.10425,0.23508
2020-09-04,Hit,-0.05681,0.24534
2020-09-05,Hit,0.05509,0.2613
2020-09-06,Hit,0.09699,0.23636
2020-09-07,Hit,0.04562,0.24336
2020-09-08,Hit,0.15679,0.2281
2020-09-09,Hit,0.18892,0.20814
2020-09-10,Hit,0.0102,0.25217
2020-09-11,Hit,-0.10373,0.28255
2020-09-12,Hit,0.06864,0.2499
2020-09-13,Hit,0.02964,0.25149
2020-09-14,Hit,0.08642,0.25141
2020-09-15,Hit,0.07853,0.24749
2020-09-16,Hit,0.1511,0.24716
2020-09-17,Hit,-0.03631,0.24728
2020-09-18,Hit,-0.04281,0.27653
2020-09-19,Hit,0.05396,0.24363
2020-09-20,Hit,0.10325,0.2321
2020-09-21,Hit,0.11354,0.26222
2020-09-22,Hit,0.08109,0.23891
2020-09-23,Hit,0.21147,0.21969
2020-09-24,Hit,0.13731,0.22151
2020-09-25,Hit,-0.03686,0.23974
2020-09-26,Hit,0.04601,0.23042
2020-09-27,Hit,0.09456,0.22915
2020-09-28,Hit,0.09888,0.22656
2020-09-29,Hit,0.11072,0.23067
2020-09-30,Hit,0.1638,0.24097
2020-10-01,Hit,0.0807,0.23335
2020-10-02,Hit,0.03841,0.23885
2020-10-03,Hit,0.12408,0.23227
2020-10-04,Hit,0.12481,0.22398
2020-10-05,Hit,0.05229,0.23002
2020-10-06,Hit,0.10794,0.23715
2020-10-07,Hit,0.1715,0.23568
2020-10-08,Hit,0.12074,0.2306
2020-10-09,Hit,0.06155,0.21828
2020-10-10,Hit,0.16748,0.22692
2020-10-11,Hit,0.13976,0.23716
2020-10-12,Hit,0.12936,0.24055
2020-10-13,Hit,0.17644,0.22578
2020-10-14,Hit,0.15954,0.22849
2020-10-15,Hit,0.14794,0.21568
2020-10-16,Hit,0.12096,0.23516
2020-10-17,Hit,0.14541,0.22959
2020-10-18,Hit,0.20215,0.23678
2020-10-19,Hit,0.13239,0.24231
2020-10-20,Hit,0.10299,0.24074
2020-10-21,Hit,0.09845,0.23313
2020-10-22,Hit,0.08854,0.23358
2020-10-23,Hit,0.04397,0.24392
2020-10-24,Hit,0.15851,0.21824
2020-10-25,Hit,0.14564,0.24206
2020-10-26,Hit,0.12449,0.23403
2020-10-27,Hit,0.1132,0.23515
2020-10-28,Hit,0.21076,0.23149
2020-10-29,Hit,0.07476,0.23713
2020-10-30,Hit,0.03657,0.22744
2020-10-31,Hit,0.06987,0.24095
2020-11-01,Hit,0.09141,0.24462
2020-11-02,Hit,0.15385,0.22365
2020-11-03,Hit,0.03325,0.2253
2020-11-04,Hit,0.19359,0.22556
2020-11-05,Hit,0.06657,0.21718
2020-11-06,Hit,0.03621,0.23911
2020-11-07,Hit,0.07951,0.23355
2020-11-08,Hit,0.14036,0.23156
2020-11-09,Hit,0.02013,0.23435
2020-11-10,Hit,0.07548,0.25496
2020-11-11,Hit,0.1804,0.22324
2020-11-12,Hit,0.08948,0.23606
2020-11-13,Hit,0.03452,0.22533
2020-11-14,Hit,0.09672,0.22667
2020-11-15,Hit,0.1013,0.24464
2020-11-16,Hit,0.10169,0.22047
2020-11-17,Hit,0.14241,0.22033
2020-11-18,Hit,0.23466,0.22349
2020-11-19,Hit,0.10468,0.23703
2020-11-20,Hit,0.07946,0.26489
2020-11-21,Hit,0.11259,0.22767
2020-11-22,Hit,0.13813,0.23405
2020-11-23,Hit,0.14745,0.21522
2020-11-24,Hit,0.13671,0.20932
2020-11-25,Hit,0.24936,0.22574
2020-11-26,Hit,0.0933,0.21093
2020-11-27,Hit,0.04568,0.23071
2020-11-28,Hit,0.09581,0.23464
2020-11-29,Hit,0.13906,0.22766
2020-11-30,Hit,0.16991,0.24199
2020-12-01,Hit,0.1803,0.21366
2020-12-02,Hit,0.23471,0.21123
2020-12-03,Hit,0.15771,0.20994
2020-12-04,Hit,0.05686,0.21722
2020-12-05,Hit,0.13802,0.21703
2020-12-06,Hit,0.15584,0.21752
2020-12-07,Hit,0.18376,0.20904
2020-12-08,Hit,0.13264,0.21943
2020-12-09,Hit,0.12225,0.22737
2020-12-10,Hit,0.03845,0.23155
2020-12-11,Hit,0.03457,0.23813
2020-12-12,Hit,0.16186,0.22079
2020-12-13,Hit,0.15178,0.23509
2020-03-01,Kadhimiya,-0.20736,0.26308
2020-03-02,Kadhimiya,-0.05157,0.24159
2020-03-03,Kadhimiya,-0.00873,0.24323
2020-03-04,Kadhimiya,-0.03379,0.24123
2020-03-05,Kadhimiya,-0.03395,0.24344
2020-03-06,Kadhimiya,-0.03416,0.27942
2020-03-07,Kadhimiya,-0.03566,0.25923
2020-03-08,Kadhimiya,-0.05033,0.24221
2020-03-09,Kadhimiya,-0.08811,0.25343
2020-03-10,Kadhimiya,-0.03761,0.24778
2020-03-11,Kadhimiya,-0.07593,0.2616
2020-03-12,Kadhimiya,-0.09136,0.24247
2020-03-13,Kadhimiya,-0.08295,0.28357
2020-03-14,Kadhimiya,-0.17225,0.30486
2020-03-15,Kadhimiya,-0.17056,0.26737
2020-03-16,Kadhimiya,-0.15695,0.26721
2020-03-17,Kadhimiya,-0.19266,0.2847
2020-03-18,Kadhimiya,-0.50567,0.37398
2020-03-19,Kadhimiya,-0.52749,0.38943
2020-03-20,Kadhimiya,-0.45736,0.40351
2020-03-21,Kadhimiya,-0.54394,0.43926
2020-03-22,Kadhimiya,-0.57331,0.42714
2020-03-23,Kadhimiya,-0.5515,0.41416
2020-03-24,Kadhimiya,-0.52008,0.40171
2020-03-25,Kadhimiya,-0.54431,0.40982
2020-03-26,Kadhimiya,-0.51567,0.39567
2020-03-27,Kadhimiya,-0.47533,0.41936
2020-03-28,Kadhimiya,-0.5215,0.41626
2020-03-29,Kadhimiya,-0.54748,0.42915
2020-03-30,Kadhimiya,-0.54209,0.40112
2020-03-31,Kadhimiya,-0.51147,0.39913
2020-04-01,Kadhimiya,-0.54504,0.41414
2020-04-02,Kadhimiya,-0.52844,0.40798
2020-04-03,Kadhimiya,-0.42903,0.40619
2020-04-04,Kadhimiya,-0.47728,0.40109
2020-04-05,Kadhimiya,-0.49607,0.3893
2020-04-06,Kadhimiya,-0.49253,0.39281
2020-04-07,Kadhimiya,-0.47212,0.40369
2020-04-08,Kadhimiya,-0.51914,0.39454
2020-04-09,Kadhimiya,-0.51927,0.40003
2020-04-10,Kadhimiya,-0.45285,0.4029
2020-04-11,Kadhimiya,-0.46319,0.38362
2020-04-12,Kadhimiya,-0.48667,0.38389
2020-04-13,Kadhimiya,-0.49415,0.37308
2020-04-14,Kadhimiya,-0.45271,0.36743
2020-04-15,Kadhimiya,-0.46155,0.37585
2020-04-16,Kadhimiya,-0.44677,0.36734
2020-04-17,Kadhimiya,-0.40617,0.37717
2020-04-18,Kadhimiya,-0.38522,0.35823
2020-04-19,Kadhimiya,-0.39608,0.34352
2020-04-20,Kadhimiya,-0.41474,0.34784
2020-04-21,Kadhimiya,-0.18895,0.28279
2020-04-22,Kadhimiya,-0.21525,0.28487
2020-04-23,Kadhimiya,-0.17948,0.28278
2020-04-24,Kadhimiya,-0.44663,0.39444
2020-04-25,Kadhimiya,-0.4895,0.38748
2020-04-26,Kadhimiya,-0.22861,0.31159
2020-04-27,Kadhimiya,-0.25152,0.29887
2020-04-28,Kadhimiya,-0.21529,0.32011
2020-04-29,Kadhimiya,-0.24217,0.29536
2020-04-30,Kadhimiya,-0.24982,0.29859
2020-05-01,Kadhimiya,-0.41835,0.36977
2020-05-02,Kadhimiya,-0.45698,0.36632
2020-05-03,Kadhimiya,-0.18353,0.29017
2020-05-04,Kadhimiya,-0.23708,0.29992
2020-05-05,Kadhimiya,-0.23022,0.30001
2020-05-06,Kadhimiya,-0.1831,0.29902
2020-05-07,Kadhimiya,-0.20601,0.30714
2020-05-08,Kadhimiya,-0.38495,0.38138
2020-05-09,Kadhimiya,-0.41278,0.36106
2020-05-10,Kadhimiya,-0.11936,0.28487
2020-05-11,Kadhimiya,-0.16274,0.29176
2020-05-12,Kadhimiya,-0.12399,0.28203
2020-05-13,Kadhimiya,-0.14264,0.27879
2020-05-14,Kadhimiya,-0.13575,0.28053
2020-05-15,Kadhimiya,-0.35472,0.36373
2020-05-16,Kadhimiya,-0.35639,0.34727
2020-05-17,Kadhimiya,-0.10692,0.2812
2020-05-18,Kadhimiya,-0.13499,0.28759
2020-05-19,Kadhimiya,-0.09105,0.27921
2020-05-20,Kadhimiya,-0.17517,0.30118
2020-05-21,Kadhimiya,-0.11335,0.28853
